Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Torque_x_Toolwear,Temp_difference
2,300.6,309.5,1550,40.2,96,3859.2000000000003,8.899999999999977
1,298.8,309.8,1463,40.0,90,3600.0,11.0
2,297.4,308.9,1323,57.3,163,9339.9,11.5
1,301.3,310.8,1628,32.2,43,1384.6000000000001,9.5
1,301.1,310.8,1608,32.9,119,3915.1,9.699999999999989
1,297.5,309.4,1443,45.4,70,3178.0,11.899999999999977
0,298.5,309.2,1568,40.6,39,1583.4,10.699999999999989
1,302.6,311.7,1254,54.1,19,1027.9,9.099999999999966
2,299.9,309.5,2065,18.1,62,1122.2,9.600000000000023
0,301.7,310.5,1388,50.5,176,8888.0,8.800000000000011
1,299.8,309.4,1630,32.4,53,1717.1999999999998,9.599999999999966
1,300.5,311.5,1651,36.9,65,2398.5,11.0
1,300.7,310.7,1416,40.4,214,8645.6,10.0
0,298.4,308.9,1782,23.9,24,573.5999999999999,10.5
1,297.6,308.3,1617,31.7,39,1236.3,10.699999999999989
1,297.4,308.3,1704,27.3,65,1774.5,10.900000000000034
1,300.5,310.6,1540,46.7,206,9620.2,10.100000000000023
1,302.4,311.0,1329,54.6,176,9609.6,8.600000000000023
0,297.6,308.7,1659,32.1,49,1572.9,11.099999999999966
0,298.0,309.4,1490,40.5,53,2146.5,11.399999999999977
2,303.7,312.7,1469,48.5,147,7129.5,9.0
1,302.3,310.9,1412,48.9,28,1369.2,8.599999999999966
1,298.2,307.8,1627,31.5,64,2016.0,9.600000000000023
2,298.1,309.4,1362,47.6,70,3332.0,11.299999999999955
1,302.7,312.4,1444,48.7,9,438.3,9.699999999999989
1,299.2,310.4,1611,36.4,32,1164.8,11.199999999999989
2,300.4,310.1,1457,35.1,193,6774.3,9.700000000000045
1,303.5,312.3,1681,29.8,25,745.0,8.800000000000011
0,300.8,310.3,1457,46.8,182,8517.6,9.5
1,303.9,312.6,1642,32.3,127,4102.099999999999,8.700000000000045
1,299.6,309.4,1331,46.4,16,742.4,9.799999999999955
1,300.4,311.5,1596,32.5,154,5005.0,11.100000000000023
1,298.9,308.5,1467,44.7,136,6079.200000000001,9.600000000000023
1,299.3,308.7,1536,38.9,94,3656.6,9.399999999999977
0,297.3,308.5,1435,55.0,104,5720.0,11.199999999999989
1,302.6,311.8,1427,50.1,21,1052.1000000000001,9.199999999999989
1,299.0,310.2,1494,40.6,67,2720.2000000000003,11.199999999999989
1,303.4,311.6,1712,30.1,182,5478.2,8.200000000000045
0,297.3,308.8,1564,38.0,191,7258.0,11.5
0,298.1,307.6,1496,44.1,104,4586.400000000001,9.5
0,301.9,309.8,1724,27.5,126,3465.0,7.900000000000034
1,302.3,311.0,1591,32.7,171,5591.700000000001,8.699999999999989
1,298.0,308.5,1395,46.2,122,5636.400000000001,10.5
0,298.3,308.0,1553,41.0,52,2132.0,9.699999999999989
1,300.6,310.2,1341,52.6,21,1104.6000000000001,9.599999999999966
1,300.6,311.7,1488,47.7,22,1049.4,11.099999999999966
1,300.9,312.1,1711,28.8,74,2131.2000000000003,11.200000000000045
1,298.2,308.2,1988,21.4,41,877.4,10.0
2,303.7,312.7,1396,47.3,158,7473.4,9.0
1,299.5,309.3,1972,19.3,177,3416.1,9.800000000000011
1,300.4,311.8,1320,57.9,168,9727.199999999999,11.400000000000034
0,296.7,307.9,1424,53.8,133,7155.4,11.199999999999989
1,302.2,311.6,1658,31.4,89,2794.6,9.400000000000034
1,302.8,310.9,1708,29.8,42,1251.6000000000001,8.099999999999966
2,298.9,308.5,1555,37.6,142,5339.2,9.600000000000023
0,296.8,307.5,1695,30.0,33,990.0,10.699999999999989
2,302.7,312.2,1350,58.6,2,117.2,9.5
2,298.0,308.1,1403,44.8,148,6630.4,10.100000000000023
1,297.5,308.4,1747,31.0,45,1395.0,10.899999999999977
1,300.9,311.0,1316,56.5,120,6780.0,10.100000000000023
1,301.3,310.4,1507,39.1,194,7585.400000000001,9.099999999999966
1,295.9,306.6,1414,50.2,51,2560.2000000000003,10.700000000000045
0,300.5,310.9,1447,46.5,137,6370.5,10.399999999999977
1,298.4,308.6,1477,44.0,124,5456.0,10.200000000000045
1,301.7,310.5,1399,53.2,174,9256.800000000001,8.800000000000011
2,302.1,310.8,1409,41.3,39,1610.6999999999998,8.699999999999989
0,297.3,308.6,1688,29.4,166,4880.4,11.300000000000011
1,299.8,309.4,1609,32.5,27,877.5,9.599999999999966
2,301.3,310.1,1525,37.8,199,7522.2,8.800000000000011
1,300.3,310.0,1560,40.8,182,7425.599999999999,9.699999999999989
1,300.4,309.5,1447,39.3,110,4323.0,9.100000000000023
2,295.4,305.8,1526,38.2,181,6914.200000000001,10.400000000000034
1,298.6,309.8,1497,41.6,118,4908.8,11.199999999999989
1,301.0,310.4,2204,16.6,175,2905.0000000000005,9.399999999999977
1,304.1,313.1,1969,20.8,59,1227.2,9.0
2,300.0,309.1,1474,45.2,152,6870.400000000001,9.100000000000023
1,299.1,308.3,1305,61.4,17,1043.8,9.199999999999989
1,300.8,311.2,1376,48.1,172,8273.2,10.399999999999977
2,299.0,309.7,1418,44.7,209,9342.300000000001,10.699999999999989
1,300.7,311.9,1462,39.7,181,7185.700000000001,11.199999999999989
2,297.3,308.7,1655,34.1,21,716.1,11.399999999999977
2,298.0,308.7,1377,48.5,181,8778.5,10.699999999999989
1,301.9,310.6,1610,33.4,87,2905.7999999999997,8.700000000000045
2,298.4,309.1,1467,39.6,78,3088.8,10.700000000000045
2,303.0,312.5,1602,33.7,135,4549.5,9.5
1,299.2,310.4,1379,46.8,39,1825.1999999999998,11.199999999999989
2,298.0,308.6,1453,44.1,165,7276.5,10.600000000000023
0,302.3,311.7,1449,44.5,152,6764.0,9.399999999999977
2,299.8,311.1,1763,25.5,171,4360.5,11.300000000000011
0,297.0,308.1,2540,13.3,98,1303.4,11.100000000000023
0,301.3,310.6,1605,32.5,59,1917.5,9.300000000000011
1,301.7,310.7,2023,20.9,5,104.5,9.0
1,300.3,310.4,1742,25.9,7,181.29999999999998,10.099999999999966
1,299.3,309.2,1465,41.5,127,5270.5,9.899999999999977
1,302.5,311.5,1985,18.8,190,3572.0,9.0
2,302.4,310.4,1586,34.3,149,5110.7,8.0
1,299.0,308.5,1604,34.7,159,5517.3,9.5
2,299.4,310.7,1492,45.7,219,10008.300000000001,11.300000000000011
1,301.8,310.8,1736,26.5,56,1484.0,9.0
1,304.1,313.3,1459,50.3,39,1961.6999999999998,9.199999999999989
2,297.5,308.9,1436,44.8,2,89.6,11.399999999999977
1,299.3,308.6,1433,37.7,42,1583.4,9.300000000000011
1,302.0,310.5,1809,27.1,175,4742.5,8.5
1,300.8,311.1,1509,33.4,172,5744.8,10.300000000000011
1,304.0,312.9,1313,53.9,202,10887.8,8.899999999999977
2,301.8,311.1,1399,41.8,125,5225.0,9.300000000000011
1,296.3,307.3,1444,49.0,13,637.0,11.0
1,300.1,311.5,1471,47.2,201,9487.2,11.399999999999977
1,302.2,310.8,1438,41.4,66,2732.4,8.600000000000023
2,300.3,311.5,1528,40.9,76,3108.4,11.199999999999989
1,300.7,310.6,1447,40.7,82,3337.4,9.900000000000034
1,297.6,309.5,1549,34.9,68,2373.2,11.899999999999977
2,300.5,311.5,1378,48.2,82,3952.4,11.0
1,298.1,307.7,1388,40.3,109,4392.7,9.599999999999966
1,300.3,311.7,1635,31.8,156,4960.8,11.399999999999977
1,302.0,311.3,1567,41.1,26,1068.6000000000001,9.300000000000011
1,298.8,308.7,1450,43.4,66,2864.4,9.899999999999977
1,299.3,308.7,1579,36.3,211,7659.299999999999,9.399999999999977
1,301.4,310.1,1502,46.6,37,1724.2,8.700000000000045
1,302.5,312.2,1775,27.9,56,1562.3999999999999,9.699999999999989
2,304.0,313.2,1500,40.6,124,5034.400000000001,9.199999999999989
2,300.3,311.5,1445,47.3,40,1892.0,11.199999999999989
1,300.8,311.9,1560,31.8,21,667.8000000000001,11.099999999999966
1,302.6,312.3,1554,42.0,58,2436.0,9.699999999999989
0,302.4,310.2,1435,44.9,127,5702.3,7.800000000000011
1,297.7,309.3,1893,24.6,15,369.0,11.600000000000023
1,300.8,311.2,1397,48.7,111,5405.700000000001,10.399999999999977
1,301.9,310.4,1889,21.5,92,1978.0,8.5
1,297.9,309.4,1558,35.7,39,1392.3000000000002,11.5
1,298.2,308.2,1466,42.4,164,6953.599999999999,10.0
2,298.2,307.7,1952,21.6,93,2008.8000000000002,9.5
2,297.2,307.9,1530,35.9,197,7072.299999999999,10.699999999999989
2,303.7,313.0,1469,39.9,137,5466.3,9.300000000000011
1,302.3,311.2,1386,50.3,110,5533.0,8.899999999999977
2,298.2,308.9,1592,35.2,142,4998.400000000001,10.699999999999989
1,301.7,310.6,1743,26.2,71,1860.2,8.900000000000034
2,300.4,309.7,1440,42.8,104,4451.2,9.300000000000011
2,298.3,308.1,1722,28.6,89,2545.4,9.800000000000011
1,299.2,308.6,1381,50.0,193,9650.0,9.400000000000034
1,299.1,308.4,1543,37.9,130,4927.0,9.299999999999955
2,300.7,311.3,1348,53.0,35,1855.0,10.600000000000023
1,304.1,313.3,1883,24.5,190,4655.0,9.199999999999989
2,303.8,312.8,1420,47.9,200,9580.0,9.0
0,299.8,309.2,1435,42.6,111,4728.6,9.399999999999977
1,298.9,309.1,1383,54.9,145,7960.5,10.200000000000045
2,301.7,311.2,1563,34.5,139,4795.5,9.5
0,298.8,310.1,1380,44.0,56,2464.0,11.300000000000011
1,299.1,310.5,1329,54.9,58,3184.2,11.399999999999977
1,299.1,308.6,1408,46.7,196,9153.2,9.5
2,300.8,310.5,1696,29.7,162,4811.4,9.699999999999989
2,300.1,309.2,1454,44.4,19,843.6,9.099999999999966
1,301.2,310.8,1392,52.6,23,1209.8,9.600000000000023
1,300.2,309.3,1532,43.2,53,2289.6000000000004,9.100000000000023
1,297.7,307.1,1715,30.2,0,0.0,9.400000000000034
0,302.0,310.6,1438,43.2,12,518.4000000000001,8.600000000000023
2,302.2,311.4,1539,35.1,24,842.4000000000001,9.199999999999989
2,301.7,311.0,1510,47.8,27,1290.6,9.300000000000011
1,303.7,312.5,1462,46.2,165,7623.000000000001,8.800000000000011
2,301.0,310.9,1910,21.9,37,810.3,9.899999999999977
1,296.9,308.0,1514,41.0,120,4920.0,11.100000000000023
1,299.6,310.9,1658,28.0,76,2128.0,11.299999999999955
2,299.0,310.2,1564,39.9,97,3870.2999999999997,11.199999999999989
1,302.3,310.8,1511,48.1,24,1154.4,8.5
1,300.0,309.5,1728,26.0,37,962.0,9.5
1,298.7,309.2,1396,44.8,178,7974.4,10.5
2,303.6,312.5,1459,48.2,17,819.4000000000001,8.899999999999977
1,302.9,312.2,1677,30.5,46,1403.0,9.300000000000011
1,297.5,308.8,1533,41.5,223,9254.5,11.300000000000011
0,302.0,309.8,1280,57.3,147,8423.1,7.800000000000011
2,297.9,310.0,1439,41.7,185,7714.500000000001,12.100000000000023
1,295.6,306.0,1419,51.1,7,357.7,10.399999999999977
1,300.0,309.2,1759,27.9,5,139.5,9.199999999999989
1,301.5,310.6,1998,20.2,210,4242.0,9.100000000000023
1,302.3,311.6,1658,32.3,150,4845.0,9.300000000000011
1,297.0,308.2,1577,29.4,130,3822.0,11.199999999999989
2,298.8,309.8,1413,45.5,64,2912.0,11.0
1,297.9,308.0,1296,62.9,41,2578.9,10.100000000000023
1,299.9,310.3,1268,53.3,146,7781.799999999999,10.400000000000034
1,302.0,310.6,1358,53.1,194,10301.4,8.600000000000023
1,300.1,311.4,1572,36.2,199,7203.8,11.299999999999955
1,300.8,309.8,1657,31.1,151,4696.1,9.0
1,299.8,310.9,1545,40.7,166,6756.200000000001,11.099999999999966
0,297.0,307.9,1846,27.3,179,4886.7,10.899999999999977
1,303.5,311.9,1493,38.7,14,541.8000000000001,8.399999999999977
2,299.3,308.9,1577,34.9,160,5584.0,9.599999999999966
2,300.7,311.9,1697,28.2,191,5386.2,11.199999999999989
1,302.7,311.9,1389,46.5,15,697.5,9.199999999999989
1,304.0,313.1,1465,41.0,69,2829.0,9.100000000000023
0,301.9,311.2,1474,41.8,18,752.4,9.300000000000011
0,300.7,310.6,1631,32.6,43,1401.8,9.900000000000034
2,297.6,308.3,1538,40.2,0,0.0,10.699999999999989
1,300.3,311.7,1445,47.3,15,709.5,11.399999999999977
1,300.5,309.8,1428,43.8,119,5212.2,9.300000000000011
1,297.0,307.8,1553,33.3,155,5161.5,10.800000000000011
1,297.4,308.3,1475,40.5,222,8991.0,10.900000000000034
1,299.6,310.2,1588,34.1,38,1295.8,10.599999999999966
2,298.9,310.7,1638,33.6,218,7324.8,11.800000000000011
1,298.3,307.9,1399,47.8,99,4732.2,9.599999999999966
1,300.8,309.7,1418,46.6,12,559.2,8.899999999999977
0,299.0,308.7,1408,48.5,25,1212.5,9.699999999999989
2,299.5,310.7,1423,56.5,7,395.5,11.199999999999989
1,296.9,307.9,1535,39.2,133,5213.6,11.0
1,300.7,311.9,1486,35.8,32,1145.6,11.199999999999989
2,302.2,310.5,1832,23.7,129,3057.2999999999997,8.300000000000011
1,298.1,308.4,1592,38.2,211,8060.200000000001,10.299999999999955
2,298.1,307.8,1608,32.6,57,1858.2,9.699999999999989
2,301.9,311.0,1384,47.4,121,5735.4,9.100000000000023
1,300.7,311.0,1436,44.9,119,5343.099999999999,10.300000000000011
1,296.6,307.4,1368,45.1,185,8343.5,10.799999999999955
1,297.9,309.9,1542,33.8,33,1115.3999999999999,12.0
0,299.0,310.3,1658,27.6,69,1904.4,11.300000000000011
2,301.5,310.4,2639,12.0,21,252.0,8.899999999999977
1,300.6,309.6,1411,41.6,140,5824.0,9.0
1,299.0,309.1,1592,35.0,200,7000.0,10.100000000000023
1,301.8,310.6,1452,48.4,110,5324.0,8.800000000000011
2,302.3,311.7,1639,36.6,121,4428.6,9.399999999999977
0,297.8,307.9,1600,33.5,13,435.5,10.099999999999966
1,301.4,310.6,1555,43.3,212,9179.599999999999,9.200000000000045
1,298.9,308.6,1413,46.5,122,5673.0,9.700000000000045
1,296.8,307.9,1413,46.5,121,5626.5,11.099999999999966
1,301.0,310.5,1248,61.4,77,4727.8,9.5
0,300.2,311.5,1432,43.6,127,5537.2,11.300000000000011
1,299.3,309.0,1419,46.6,158,7362.8,9.699999999999989
2,302.2,310.4,1456,47.5,167,7932.5,8.199999999999989
1,297.4,309.4,1473,45.5,94,4277.0,12.0
2,297.4,308.0,1355,55.1,63,3471.3,10.600000000000023
1,301.2,309.9,1382,52.4,13,681.1999999999999,8.699999999999989
1,300.5,311.7,1619,32.7,85,2779.5000000000005,11.199999999999989
2,300.5,309.8,1410,44.4,111,4928.4,9.300000000000011
1,302.0,311.0,1865,22.7,48,1089.6,9.0
1,295.5,306.2,1448,48.9,65,3178.5,10.699999999999989
1,297.5,308.5,1691,33.1,9,297.90000000000003,11.0
1,300.1,311.4,1438,42.2,139,5865.8,11.299999999999955
1,300.9,309.7,2355,14.4,201,2894.4,8.800000000000011
0,303.2,311.4,1607,36.6,43,1573.8,8.199999999999989
1,301.3,310.1,1662,31.0,37,1147.0,8.800000000000011
1,300.5,309.7,1616,34.5,155,5347.5,9.199999999999989
2,299.4,309.3,1692,28.4,201,5708.4,9.900000000000034
1,301.8,310.0,1642,32.6,201,6552.6,8.199999999999989
1,300.1,311.4,1629,31.3,41,1283.3,11.299999999999955
1,301.4,310.5,1633,39.5,0,0.0,9.100000000000023
1,302.7,312.4,1954,24.8,13,322.40000000000003,9.699999999999989
1,299.7,309.3,1417,54.6,131,7152.6,9.600000000000023
2,299.7,310.8,1405,47.6,192,9139.2,11.100000000000023
1,300.3,311.9,1609,34.0,177,6018.0,11.599999999999966
2,301.0,311.6,1448,43.9,145,6365.5,10.600000000000023
1,303.7,312.2,1568,33.8,96,3244.7999999999997,8.5
1,303.9,312.7,1602,33.9,165,5593.5,8.800000000000011
1,301.6,310.4,1599,41.7,116,4837.200000000001,8.799999999999955
0,297.7,308.4,1738,27.7,96,2659.2,10.699999999999989
1,301.0,310.9,1828,25.1,166,4166.6,9.899999999999977
1,300.0,309.3,1473,46.0,35,1610.0,9.300000000000011
1,299.0,310.0,1484,39.6,212,8395.2,11.0
1,298.8,309.8,1753,27.5,130,3575.0,11.0
2,298.1,308.9,1804,25.1,118,2961.8,10.799999999999955
1,301.7,309.5,1298,65.5,229,14999.5,7.800000000000011
2,298.5,308.1,1501,39.2,127,4978.400000000001,9.600000000000023
1,300.9,310.9,1995,20.2,105,2121.0,10.0
1,298.9,308.7,1727,29.4,116,3410.3999999999996,9.800000000000011
1,300.2,311.5,1528,36.1,125,4512.5,11.300000000000011
1,297.8,307.4,1512,40.8,137,5589.599999999999,9.599999999999966
1,298.4,307.9,1544,35.9,132,4738.8,9.5
0,297.8,307.5,1631,31.3,124,3881.2000000000003,9.699999999999989
1,297.6,308.6,1355,46.4,13,603.1999999999999,11.0
2,299.4,309.1,1326,62.0,142,8804.0,9.700000000000045
1,303.6,311.8,1614,33.2,155,5146.0,8.199999999999989
1,301.5,310.7,1568,33.1,38,1257.8,9.199999999999989
2,299.9,309.4,1509,42.8,190,8131.999999999999,9.5
2,297.4,309.0,1497,41.8,144,6019.2,11.600000000000023
1,302.0,311.3,1509,39.9,25,997.5,9.300000000000011
2,297.2,308.0,1478,42.5,56,2380.0,10.800000000000011
1,298.3,309.4,1568,35.8,140,5012.0,11.099999999999966
1,298.0,308.1,1454,37.1,35,1298.5,10.100000000000023
0,301.2,312.4,1395,47.8,90,4302.0,11.199999999999989
2,300.9,311.1,1546,37.7,133,5014.1,10.200000000000045
1,298.4,308.6,1433,47.1,101,4757.1,10.200000000000045
1,297.3,308.7,1506,39.3,187,7349.099999999999,11.399999999999977
1,300.0,309.5,1641,30.1,35,1053.5,9.5
2,301.7,311.1,1489,41.4,108,4471.2,9.400000000000034
0,300.4,309.8,1448,39.7,107,4247.900000000001,9.400000000000034
0,299.5,310.8,1600,32.4,67,2170.7999999999997,11.300000000000011
2,298.3,307.7,1717,27.1,7,189.70000000000002,9.399999999999977
1,297.4,308.3,1490,42.6,164,6986.400000000001,10.900000000000034
1,301.0,309.7,1468,42.0,141,5922.0,8.699999999999989
1,299.3,308.6,1314,48.2,65,3133.0,9.300000000000011
2,300.4,310.5,1500,43.0,9,387.0,10.100000000000023
2,300.7,310.6,1572,38.5,50,1925.0,9.900000000000034
2,300.7,311.0,1740,25.6,176,4505.6,10.300000000000011
0,304.2,313.5,1546,41.4,58,2401.2,9.300000000000011
1,299.6,309.2,1601,33.3,33,1098.8999999999999,9.599999999999966
1,298.2,308.1,1462,49.9,69,3443.1,9.900000000000034
2,300.2,309.1,1406,42.2,40,1688.0,8.900000000000034
2,299.1,310.3,1233,59.0,81,4779.0,11.199999999999989
1,299.3,309.1,1470,41.1,118,4849.8,9.800000000000011
2,302.1,311.5,1866,23.1,159,3672.9,9.399999999999977
1,298.3,309.6,1527,30.9,189,5840.099999999999,11.300000000000011
1,298.0,308.8,1790,27.2,193,5249.599999999999,10.800000000000011
2,298.3,309.1,1632,32.7,0,0.0,10.800000000000011
1,298.7,309.5,1446,40.0,160,6400.0,10.800000000000011
1,299.0,308.7,2250,16.6,208,3452.8,9.699999999999989
1,298.6,308.3,1278,60.5,32,1936.0,9.699999999999989
1,298.2,308.0,1411,42.4,48,2035.1999999999998,9.800000000000011
1,297.9,307.6,1344,54.3,151,8199.3,9.700000000000045
1,298.3,309.1,1593,40.1,18,721.8000000000001,10.800000000000011
1,296.3,307.4,1465,47.1,215,10126.5,11.099999999999966
1,299.2,310.7,1737,27.0,225,6075.0,11.5
1,299.2,308.3,1410,43.0,26,1118.0,9.100000000000023
1,298.6,309.6,1540,35.8,5,179.0,11.0
1,298.4,309.3,1512,35.8,18,644.4,10.900000000000034
1,299.9,309.2,1491,44.3,214,9480.199999999999,9.300000000000011
1,300.4,310.4,1298,61.4,19,1166.6,10.0
0,302.3,311.1,1455,40.3,145,5843.5,8.800000000000011
1,297.8,308.8,1559,35.2,66,2323.2000000000003,11.0
1,302.2,310.8,1673,32.9,52,1710.8,8.600000000000023
1,302.7,312.0,1501,37.0,77,2849.0,9.300000000000011
1,302.3,311.7,1648,32.1,197,6323.700000000001,9.399999999999977
2,297.6,308.6,1585,42.0,90,3780.0,11.0
1,302.9,312.3,1889,22.8,148,3374.4,9.400000000000034
2,299.8,310.3,1805,23.7,198,4692.599999999999,10.5
1,299.4,309.3,1401,59.0,38,2242.0,9.900000000000034
2,298.9,308.2,2022,20.0,23,460.0,9.300000000000011
1,297.5,308.5,1462,52.3,148,7740.4,11.0
1,302.7,312.2,1450,52.1,213,11097.300000000001,9.5
2,300.7,310.6,1488,39.2,189,7408.8,9.900000000000034
1,302.2,311.3,1475,48.6,104,5054.400000000001,9.100000000000023
2,299.1,310.4,1524,51.4,66,3392.4,11.299999999999955
2,300.2,310.0,1664,30.7,179,5495.3,9.800000000000011
1,299.1,308.6,1260,57.8,152,8785.6,9.5
1,298.5,309.5,1294,66.7,12,800.4000000000001,11.0
1,299.3,309.0,1511,47.8,148,7074.4,9.699999999999989
1,299.6,309.2,1559,39.1,110,4301.0,9.599999999999966
1,302.3,312.0,1746,28.1,167,4692.7,9.699999999999989
1,299.9,309.5,1567,35.5,171,6070.5,9.600000000000023
1,297.6,308.6,1383,47.5,75,3562.5,11.0
1,302.0,310.8,1948,19.7,66,1300.2,8.800000000000011
2,301.2,310.3,1357,54.5,49,2670.5,9.100000000000023
1,299.2,310.6,1567,38.4,172,6604.8,11.400000000000034
1,297.4,308.4,1573,34.5,205,7072.5,11.0
2,297.6,308.6,1595,36.9,25,922.5,11.0
2,303.8,313.1,2117,18.6,22,409.20000000000005,9.300000000000011
1,297.9,307.9,1476,45.2,91,4113.2,10.0
1,297.3,308.3,1430,41.9,95,3980.5,11.0
1,297.9,307.6,1977,20.2,182,3676.4,9.700000000000045
1,299.4,310.8,1376,53.9,215,11588.5,11.400000000000034
0,300.0,311.2,1393,43.1,45,1939.5,11.199999999999989
1,300.3,311.8,1418,45.9,53,2432.7,11.5
2,299.3,309.3,1523,37.9,204,7731.599999999999,10.0
1,297.7,309.0,1507,38.2,94,3590.8,11.300000000000011
1,299.1,308.6,1437,41.6,183,7612.8,9.5
1,300.6,310.0,1511,36.9,105,3874.5,9.399999999999977
1,300.7,309.5,1479,34.5,197,6796.5,8.800000000000011
2,299.5,310.9,1378,48.7,119,5795.3,11.399999999999977
1,300.8,310.9,1457,47.7,82,3911.4,10.099999999999966
2,297.8,308.5,1488,41.9,196,8212.4,10.699999999999989
2,300.3,311.4,1386,48.1,119,5723.900000000001,11.099999999999966
0,297.7,308.2,1526,40.1,165,6616.5,10.5
1,300.6,309.6,1684,32.8,53,1738.3999999999999,9.0
1,297.8,307.9,1447,48.6,46,2235.6,10.099999999999966
2,304.0,313.1,1694,31.4,116,3642.3999999999996,9.100000000000023
2,299.3,309.2,1440,37.5,111,4162.5,9.899999999999977
1,296.9,307.8,1400,57.1,202,11534.2,10.900000000000034
1,298.9,308.2,1686,30.4,53,1611.1999999999998,9.300000000000011
2,302.9,312.4,1334,50.9,5,254.5,9.5
1,298.4,308.3,1433,62.3,20,1246.0,9.900000000000034
2,300.8,309.4,1342,62.4,113,7051.2,8.599999999999966
2,298.5,308.0,1461,51.9,157,8148.3,9.5
1,299.9,311.3,1647,27.5,26,715.0,11.400000000000034
1,301.1,311.3,1268,60.0,53,3180.0,10.199999999999989
2,300.3,311.9,1429,41.6,184,7654.400000000001,11.599999999999966
1,302.4,310.2,1539,37.7,29,1093.3000000000002,7.800000000000011
1,301.4,310.3,1374,47.6,176,8377.6,8.900000000000034
0,302.0,309.9,1735,27.2,192,5222.4,7.899999999999977
1,298.3,309.1,1395,49.8,133,6623.4,10.800000000000011
2,298.6,309.4,1407,45.1,176,7937.6,10.799999999999955
2,297.5,308.7,1446,53.0,168,8904.0,11.199999999999989
2,302.6,310.2,1563,39.0,97,3783.0,7.599999999999966
1,300.6,310.3,1920,22.3,223,4972.900000000001,9.699999999999989
1,300.4,309.7,1685,31.3,152,4757.6,9.300000000000011
1,300.7,311.8,1441,38.1,34,1295.4,11.100000000000023
1,300.5,311.6,1509,47.2,202,9534.400000000001,11.100000000000023
2,298.5,309.6,1438,44.5,124,5518.0,11.100000000000023
2,298.9,309.8,1392,43.1,218,9395.800000000001,10.900000000000034
2,297.8,309.8,1676,29.0,178,5162.0,12.0
2,302.2,311.5,1360,53.0,36,1908.0,9.300000000000011
1,301.8,311.2,1840,26.6,202,5373.200000000001,9.399999999999977
1,300.2,310.4,1518,41.8,5,209.0,10.199999999999989
1,297.5,308.5,1546,40.4,129,5211.599999999999,11.0
2,302.9,312.5,1551,40.0,20,800.0,9.600000000000023
2,302.1,311.2,1616,35.1,57,2000.7,9.099999999999966
1,300.2,311.8,1410,51.4,189,9714.6,11.600000000000023
1,301.6,310.7,1457,40.4,213,8605.199999999999,9.099999999999966
0,297.0,307.8,1404,40.7,184,7488.8,10.800000000000011
2,300.5,311.6,1454,41.4,108,4471.2,11.100000000000023
1,299.9,309.1,1412,48.3,198,9563.4,9.200000000000045
1,298.3,309.1,1403,45.1,138,6223.8,10.800000000000011
1,302.2,310.9,1604,40.5,68,2754.0,8.699999999999989
1,302.5,310.2,1716,29.9,156,4664.4,7.699999999999989
2,300.7,309.6,1525,36.5,71,2591.5,8.900000000000034
2,301.1,311.1,1615,37.7,153,5768.1,10.0
1,301.2,310.2,1385,42.3,42,1776.6,9.0
1,299.1,310.3,1472,46.6,157,7316.2,11.199999999999989
1,299.2,308.8,1405,51.4,183,9406.199999999999,9.600000000000023
2,301.0,310.7,1657,29.9,148,4425.2,9.699999999999989
1,297.9,308.9,1566,41.9,50,2095.0,11.0
2,302.3,311.2,1432,42.7,68,2903.6000000000004,8.899999999999977
1,300.7,310.8,1479,49.1,71,3486.1,10.100000000000023
2,297.7,308.9,1530,39.1,108,4222.8,11.199999999999989
0,300.2,311.5,1515,36.8,27,993.5999999999999,11.300000000000011
2,300.3,311.6,1617,32.5,115,3737.5,11.300000000000011
0,302.3,311.6,1441,53.9,74,3988.6,9.300000000000011
1,298.8,309.8,1437,42.8,23,984.4,11.0
1,300.4,311.1,1397,50.8,189,9601.199999999999,10.700000000000045
1,297.1,308.7,1474,42.3,64,2707.2,11.599999999999966
1,300.5,311.3,1490,41.8,39,1630.1999999999998,10.800000000000011
2,299.2,308.4,1415,43.5,53,2305.5,9.199999999999989
1,302.5,310.2,1477,41.6,16,665.6,7.699999999999989
1,297.2,308.6,1652,32.1,52,1669.2,11.400000000000034
1,299.1,310.7,1309,51.1,188,9606.800000000001,11.599999999999966
1,302.2,310.8,1744,29.7,16,475.2,8.600000000000023
1,301.0,310.9,1479,44.3,194,8594.199999999999,9.899999999999977
2,302.0,310.6,1539,37.4,96,3590.3999999999996,8.600000000000023
1,302.7,312.3,1346,61.2,170,10404.0,9.600000000000023
2,302.3,311.2,1405,47.7,88,4197.6,8.899999999999977
1,298.2,307.8,1375,46.6,188,8760.800000000001,9.600000000000023
1,298.3,310.0,1858,23.9,114,2724.6,11.699999999999989
1,299.7,309.4,1362,51.9,117,6072.3,9.699999999999989
1,301.0,311.1,1615,35.6,158,5624.8,10.100000000000023
1,298.9,308.8,1281,53.9,77,4150.3,9.900000000000034
1,300.3,311.7,1452,41.5,172,7138.0,11.399999999999977
2,298.2,308.7,1599,36.2,28,1013.6000000000001,10.5
1,298.9,309.9,1517,36.6,117,4282.2,11.0
1,298.8,309.8,1634,33.6,27,907.2,11.0
1,297.8,307.2,1498,38.1,188,7162.8,9.399999999999977
1,301.4,310.6,1634,31.1,171,5318.1,9.200000000000045
2,300.7,311.0,1706,25.0,153,3825.0,10.300000000000011
